CUST_NUM,MTH,AMT_KM
436,202308,5.00000
18534,202308,5.00000
18534,202308,10.00000
18535,202308,2.00000
18535,202308,5.00000
437,202308,2.00000
437,202308,3.00000
437,202308,4.00000
437,202308,5.00000
18536,202308,2.00000
438,202308,10.00000
18537,202308,5.00000
18539,202308,5.00000
18539,202308,10.00000
18540,202308,3.00000
18540,202308,4.00000
18541,202308,4.00000
18541,202308,5.00000
440,202308,5.00000
440,202308,10.00000
441,202308,3.00000
441,202308,4.00000
441,202308,5.00000
18542,202308,4.00000
442,202308,2.00000
442,202308,3.00000
442,202308,5.00000
444,202308,30.00000
18545,202308,2.00000
18545,202308,5.00000
18546,202308,10.00000
445,202308,5.00000
445,202308,10.00000
446,202308,2.00000
447,202308,5.00000
447,202308,10.00000
447,202308,15.00000
448,202308,2.00000
449,202308,10.00000
18550,202308,2.00000
18550,202308,3.00000
18550,202308,5.00000
452,202308,3.00000
452,202308,10.00000
453,202308,2.00000
453,202308,5.00000
453,202308,20.00000
457,202308,2.00000
457,202308,5.00000
18552,202308,5.00000
458,202308,2.00000
458,202308,4.00000
458,202308,10.00000
459,202308,2.00000
460,202308,5.00000
460,202308,6.00000
460,202308,10.00000
461,202308,5.00000
462,202308,10.00000
463,202308,10.00000
18555,202308,10.00000
18556,202308,20.00000
464,202308,10.00000
464,202308,12.00000
465,202308,2.00000
465,202308,3.00000
465,202308,4.00000
466,202308,5.00000
18557,202308,5.00000
467,202308,4.00000
467,202308,5.00000
467,202308,10.00000
18558,202308,2.00000
18558,202308,3.00000
18559,202308,5.00000
469,202308,3.00000
470,202308,5.00000
18560,202308,2.00000
471,202308,2.00000
471,202308,4.00000
472,202308,10.00000
18562,202308,5.00000
18563,202308,4.00000
18566,202308,5.00000
18567,202308,2.00000
18567,202308,5.00000
473,202308,30.00000
474,202308,3.00000
474,202308,5.00000
474,202308,7.00000
474,202308,10.00000
475,202308,10.00000
475,202308,15.00000
476,202308,20.00000
477,202308,6.00000
477,202308,10.00000
478,202308,5.00000
479,202308,7.00000
479,202308,10.00000
479,202308,15.50000
479,202308,20.00000
481,202308,5.00000
482,202308,5.00000
483,202308,10.00000
486,202308,10.00000
487,202308,2.00000
487,202308,10.00000
18571,202308,3.00000
18571,202308,5.00000
488,202308,5.00000
489,202308,20.00000
18574,202308,3.00000
490,202308,3.00000
490,202308,5.00000
491,202308,2.00000
491,202308,3.00000
491,202308,5.00000
491,202308,10.00000
492,202308,3.00000
492,202308,4.00000
18575,202308,5.00000
493,202308,5.00000
18576,202308,2.00000
495,202308,10.00000
496,202308,10.00000
497,202308,5.00000
498,202308,3.00000
498,202308,5.00000
499,202308,2.00000
499,202308,3.00000
499,202308,4.00000
500,202308,2.00000
500,202308,3.00000
500,202308,4.00000
500,202308,5.00000
501,202308,5.00000
502,202308,10.00000
18579,202308,3.00000
503,202308,20.00000
504,202308,2.00000
504,202308,5.00000
18581,202308,3.00000
507,202308,2.00000
507,202308,3.00000
507,202308,5.00000
507,202308,10.00000
508,202308,2.00000
509,202308,10.00000
513,202308,4.00000
513,202308,5.00000
513,202308,10.00000
514,202308,2.00000
515,202308,3.00000
515,202308,5.00000
18585,202308,5.00000
18587,202308,5.00000
517,202308,20.00000
518,202308,20.00000
519,202308,2.00000
519,202308,3.00000
519,202308,5.00000
18589,202308,6.00000
18590,202308,2.00000
520,202308,2.00000
520,202308,4.00000
520,202308,5.00000
520,202308,9.00000
18594,202308,2.00000
18594,202308,5.00000
18595,202308,5.00000
18595,202308,15.00000
521,202308,5.00000
522,202308,5.00000
522,202308,10.00000
18596,202308,10.00000
18597,202308,2.00000
18597,202308,3.00000
525,202308,3.00000
526,202308,2.00000
526,202308,3.00000
526,202308,3.70000
526,202308,3.80000
526,202308,4.00000
526,202308,5.00000
526,202308,6.00000
18598,202308,2.00000
527,202308,10.00000
18599,202308,2.00000
528,202308,2.00000
528,202308,3.00000
528,202308,3.70000
528,202308,7.00000
528,202308,10.00000
529,202308,5.00000
530,202308,15.00000
531,202308,2.00000
531,202308,2.25000
531,202308,3.00000
531,202308,4.00000
532,202308,4.00000
532,202308,5.00000
533,202308,2.00000
533,202308,3.00000
533,202308,5.00000
534,202308,2.00000
534,202308,3.00000
534,202308,4.00000
534,202308,5.00000
535,202308,5.00000
536,202308,5.00000
539,202308,2.00000
539,202308,3.00000
539,202308,5.00000
539,202308,10.00000
541,202308,2.00000
541,202308,3.00000
541,202308,5.00000
543,202308,2.00000
18609,202308,3.00000
544,202308,2.00000
544,202308,13.00000
545,202308,3.00000
546,202308,3.00000
546,202308,5.00000
546,202308,10.00000
18611,202308,10.00000
548,202308,2.00000
548,202308,3.00000
548,202308,4.00000
548,202308,5.00000
549,202308,2.00000
549,202308,3.00000
550,202308,3.00000
550,202308,5.00000
551,202308,10.00000
552,202308,2.00000
552,202308,5.00000
553,202308,3.00000
18613,202308,4.00000
554,202308,2.00000
554,202308,3.00000
554,202308,4.00000
554,202308,5.00000
554,202308,6.00000
557,202308,5.00000
18615,202308,3.00000
558,202308,3.00000
558,202308,4.00000
558,202308,5.00000
559,202308,2.00000
559,202308,3.00000
559,202308,5.00000
559,202308,10.00000
560,202308,3.00000
560,202308,10.00000
561,202308,5.00000
562,202308,4.00000
562,202308,5.00000
563,202308,5.00000
565,202308,10.00000
565,202308,12.00000
566,202308,10.00000
567,202308,2.00000
567,202308,3.00000
567,202308,4.00000
567,202308,5.00000
567,202308,15.00000
568,202308,5.00000
569,202308,2.00000
569,202308,5.00000
569,202308,6.00000
569,202308,9.00000
569,202308,10.00000
569,202308,15.00000
570,202308,3.00000
572,202308,5.00000
572,202308,10.00000
573,202308,5.00000
574,202308,4.00000
574,202308,4.50000
574,202308,5.00000
574,202308,10.00000
18623,202308,4.00000
575,202308,4.00000
575,202308,5.00000
575,202308,10.00000
576,202308,2.00000
576,202308,3.00000
576,202308,4.00000
576,202308,6.00000
577,202308,5.00000
18627,202308,5.00000
579,202308,5.00000
580,202308,2.00000
580,202308,3.00000
581,202308,3.00000
581,202308,5.00000
18631,202308,5.00000
584,202308,2.00000
584,202308,3.00000
584,202308,5.00000
18632,202308,3.00000
18633,202308,3.00000
18633,202308,6.00000
18633,202308,10.00000
585,202308,10.00000
586,202308,2.00000
587,202308,5.00000
587,202308,10.00000
18636,202308,10.00000
588,202308,10.00000
589,202308,10.00000
18638,202308,2.00000
18638,202308,10.00000
590,202308,2.00000
590,202308,3.00000
590,202308,4.00000
590,202308,5.00000
18641,202308,5.00000
592,202308,3.00000
592,202308,5.00000
593,202308,4.00000
593,202308,12.00000
595,202308,11.50000
18644,202308,5.00000
18644,202308,20.00000
596,202308,14.00000
18645,202308,5.00000
597,202308,10.00000
18646,202308,10.00000
598,202308,3.00000
598,202308,3.20000
598,202308,4.00000
598,202308,5.00000
18647,202308,3.00000
599,202308,10.00000
18650,202308,2.00000
601,202308,10.00000
602,202308,5.00000
603,202308,2.00000
605,202308,10.00000
606,202308,2.00000
606,202308,4.00000
606,202308,5.00000
607,202308,2.00000
608,202308,10.00000
608,202308,20.00000
609,202308,20.00000
611,202308,2.00000
611,202308,5.00000
612,202308,2.00000
612,202308,3.00000
612,202308,5.00000
613,202308,3.00000
614,202308,2.00000
614,202308,5.00000
18653,202308,2.00000
18653,202308,3.00000
615,202308,10.00000
18654,202308,10.00000
616,202308,2.00000
616,202308,5.00000
18655,202308,20.00000
617,202308,5.00000
618,202308,14.00000
618,202308,20.00000
619,202308,10.00000
620,202308,16.00000
621,202308,5.00000
623,202308,10.00000
18662,202308,5.00000
627,202308,5.00000
628,202308,2.00000
629,202308,10.00000
630,202308,5.00000
630,202308,10.00000
631,202308,3.00000
631,202308,5.00000
18663,202308,5.00000
18665,202308,2.00000
634,202308,5.00000
634,202308,8.00000
634,202308,10.00000
18666,202308,2.00000
18666,202308,3.00000
18666,202308,5.00000
635,202308,2.00000
635,202308,10.00000
18667,202308,5.00000
18668,202308,2.00000
18670,202308,5.00000
636,202308,5.00000
637,202308,5.00000
638,202308,10.00000
18671,202308,3.00000
640,202308,2.00000
641,202308,2.00000
641,202308,3.00000
641,202308,5.00000
18672,202308,2.00000
642,202308,10.00000
18675,202308,4.00000
644,202308,10.00000
646,202308,2.00000
18676,202308,2.00000
18676,202308,3.00000
18678,202308,5.00000
647,202308,2.00000
647,202308,10.00000
648,202308,2.00000
648,202308,5.00000
649,202308,5.00000
650,202308,2.00000
650,202308,3.00000
650,202308,5.00000
651,202308,2.00000
651,202308,10.00000
652,202308,2.00000
652,202308,5.00000
18679,202308,2.00000
18679,202308,4.60000
18679,202308,5.00000
18679,202308,7.00000
654,202308,5.00000
654,202308,10.00000
655,202308,2.50000
655,202308,2.80000
655,202308,3.00000
655,202308,4.00000
18681,202308,5.00000
659,202308,10.00000
660,202308,2.00000
660,202308,6.00000
660,202308,10.00000
661,202308,5.00000
18682,202308,5.00000
18683,202308,20.00000
662,202308,10.00000
18686,202308,2.00000
18686,202308,10.00000
18687,202308,5.00000
665,202308,2.00000
665,202308,10.00000
18689,202308,5.00000
666,202308,10.00000
668,202308,5.00000
18691,202308,20.00000
669,202308,13.00000
669,202308,15.00000
670,202308,4.00000
18692,202308,2.00000
671,202308,5.00000
671,202308,6.00000
672,202308,2.00000
672,202308,3.00000
672,202308,4.00000
672,202308,5.00000
673,202308,4.00000
673,202308,5.00000
673,202308,20.00000
18693,202308,5.00000
674,202308,2.00000
674,202308,3.00000
18695,202308,5.00000
18696,202308,2.00000
675,202308,7.00000
675,202308,20.00000
677,202308,10.00000
678,202308,5.00000
679,202308,4.00000
680,202308,2.00000
680,202308,4.00000
681,202308,20.00000
682,202308,10.00000
683,202308,3.00000
683,202308,5.00000
683,202308,6.10000
684,202308,2.00000
685,202308,5.00000
18699,202308,5.00000
686,202308,2.00000
686,202308,3.00000
686,202308,4.00000
686,202308,5.00000
687,202308,3.00000
687,202308,4.00000
18700,202308,2.00000
688,202308,2.00000
688,202308,5.00000
688,202308,10.00000
18701,202308,10.00000
689,202308,5.00000
689,202308,10.00000
690,202308,5.00000
690,202308,10.00000
691,202308,2.00000
693,202308,2.00000
694,202308,3.00000
695,202308,2.00000
695,202308,3.00000
695,202308,4.00000
695,202308,5.00000
696,202308,5.00000
697,202308,10.00000
699,202308,10.00000
701,202308,5.00000
701,202308,10.00000
18709,202308,3.00000
702,202308,2.00000
702,202308,5.00000
703,202308,10.00000
704,202308,13.00000
18713,202308,2.00000
18713,202308,3.00000
705,202308,3.00000
705,202308,5.00000
706,202308,10.00000
707,202308,11.00000
18715,202308,2.00000
18715,202308,3.00000
18715,202308,4.00000
18715,202308,5.00000
18715,202308,10.00000
18716,202308,4.00000
18717,202308,5.00000
18718,202308,2.00000
18718,202308,3.00000
708,202308,5.00000
708,202308,10.00000
710,202308,4.00000
710,202308,5.00000
711,202308,3.00000
712,202308,5.00000
713,202308,20.00000
714,202308,2.00000
714,202308,4.00000
714,202308,5.00000
716,202308,20.00000
18719,202308,5.00000
717,202308,5.00000
717,202308,7.00000
717,202308,10.00000
719,202308,10.00000
720,202308,2.00000
720,202308,3.00000
18721,202308,4.00000
721,202308,2.00000
721,202308,3.00000
18722,202308,4.00000
722,202308,20.00000
723,202308,10.00000
723,202308,20.00000
18723,202308,6.00000
18724,202308,3.00000
725,202308,2.00000
725,202308,3.00000
725,202308,5.00000
18725,202308,2.00000
726,202308,2.00000
726,202308,3.00000
727,202308,20.00000
18727,202308,10.00000
18728,202308,10.00000
728,202308,5.00000
729,202308,2.00000
729,202308,3.00000
729,202308,5.00000
18734,202308,2.00000
730,202308,3.00000
730,202308,4.00000
730,202308,5.00000
730,202308,7.00000
730,202308,8.00000
730,202308,8.60000
730,202308,10.00000
730,202308,20.00000
732,202308,5.00000
732,202308,6.00000
18736,202308,3.00000
18736,202308,4.00000
18736,202308,5.00000
733,202308,12.00000
734,202308,3.00000
734,202308,10.00000
18738,202308,5.00000
736,202308,2.00000
736,202308,3.00000
737,202308,3.00000
737,202308,10.00000
18739,202308,10.00000
738,202308,2.00000
738,202308,3.00000
738,202308,4.00000
738,202308,5.00000
740,202308,10.00000
742,202308,2.00000
743,202308,3.00000
743,202308,5.00000
18742,202308,2.00000
18742,202308,20.00000
744,202308,5.00000
744,202308,10.00000
744,202308,20.00000
745,202308,5.00000
746,202308,5.00000
747,202308,5.00000
748,202308,5.00000
748,202308,6.00000
749,202308,2.00000
749,202308,3.00000
749,202308,5.00000
749,202308,10.00000
749,202308,30.00000
18745,202308,3.00000
750,202308,2.00000
750,202308,3.00000
750,202308,5.00000
751,202308,10.00000
752,202308,10.00000
753,202308,10.00000
18749,202308,2.00000
18749,202308,3.00000
754,202308,20.00000
18750,202308,2.00000
755,202308,3.00000
755,202308,4.00000
755,202308,5.00000
756,202308,10.00000
